name,sector_name,industry_name,country_id,country_name
Chiyoda Corporation,Construction and Engineering,Industrial Construction,100,Japan
Choice Hotels International,Travel and Tourism,Hotels & Resorts,151,United States
Chow Sang Sang,Retail,Jewelry Retail,99,Hong Kong
Chow Tai Fook,Retail,Jewelry Retail,99,Hong Kong
Christie's International Real Estate,Real Estate,Luxury Estates,115,United Kingdom
Chryso Group (Saint-Gobain),Chemicals,Construction Chemicals,118,France
Chubb,Insurance,Property Insurance,124,Switzerland
Chubb,Insurance,Cyber Insurance,124,Switzerland
Chubb Marine,Insurance,Marine Insurance,124,Switzerland
Chuck & Don's,Retail,Pet Supplies,151,United States
Church & Dwight Co.,Manufacturing,Consumer Goods,151,United States
Ciena Corporation,Telecommunications and ICT,Telecom Equipment,151,United States
Ciena Corporation,Telecommunications and ICT,Fiber Optics,151,United States
Cigna,Healthcare and Pharmaceuticals,Health Insurance,151,United States
Cigna,Insurance,Health Insurance,151,United States
Cigna (Express Scripts),Healthcare and Pharmaceuticals,Pharmacy Chains,151,United States
Cigna Global,Healthcare and Pharmaceuticals,Health Insurance,151,United States
Cincinnati Financial,Insurance,Liability Insurance,151,United States
Cintra (Ferrovial),Construction and Engineering,Infrastructure Development,148,Spain
Cipher Mining,Technology,Blockchain Hardware,151,United States
Cipla,Healthcare and Pharmaceuticals,Generic Drugs,81,India
Cirque du Soleil,Media and Entertainment,Live Events,150,Canada
Cirrus Aircraft,Aerospace and Defense,Commercial Aircraft Manufacturing,151,United States
CirrusMD,Healthcare and Pharmaceuticals,Telehealth,151,United States
Cisco Contact Center,Telecommunications and ICT,Contact Center Solutions,151,United States
Cisco Education,Education,EdTech Hardware & Software,151,United States
Cisco IoT,Technology,IoT Devices,151,United States
Cisco IoT Edge,Technology,Edge Computing,151,United States
Cisco Systems,Telecommunications and ICT,Telecom Equipment,151,United States
Cisco Systems,Telecommunications and ICT,5G Infrastructure,151,United States
Cisco Systems,Telecommunications and ICT,Enterprise Networking,151,United States
Cisco Systems,Telecommunications and ICT,Network Security,151,United States
Cisco Webex,Telecommunications and ICT,Unified Communications,151,United States
Citadel,Banking & Financial Services,Hedge Funds,151,United States
Citi Bike (Lyft),Transportation and Logistics,Bicycle & Micromobility Sharing,151,United States
Citi Trade Services,Banking & Financial Services,Trade Finance,151,United States
Citigroup,Banking & Financial Services,Commercial Banking,151,United States
Citizencapital,Real Estate,Real Estate Crowdfunding,118,France
Citrix Systems,Telecommunications and ICT,Enterprise Networking,151,United States
City & Guilds Group,Education,Vocational Training,115,United Kingdom
City Index,Banking & Financial Services,Forex Services,115,United Kingdom
Clariant AG,Chemicals,Specialty Chemicals,124,Switzerland
Clariant Biofuels,Energy and Utilities,Biofuels,124,Switzerland
Clariant Personal Care,Chemicals,Cosmetic Chemicals,124,Switzerland
Clariant Pigments,Chemicals,Dyes & Pigments,124,Switzerland
Clariant Textile Chemicals,Chemicals,Textile Chemicals,124,Switzerland
Clarion Events,Professional Services,Event Management,115,United Kingdom
Clarion Events,Travel and Tourism,Event Tourism,115,United Kingdom
Clark,Insurance,InsurTech Platforms,119,Germany
Clark Construction,Construction and Engineering,Commercial Construction,151,United States
Clark Construction,Real Estate,Sustainable Buildings,151,United States
Classe365,Education,School Management Software,185,Australia
Classic Coachworks,Automobile,Classic Car Restoration,151,United States
Classic Motor Cars,Automobile,Classic Car Restoration,115,United Kingdom
Classic Restorations,Automobile,Classic Car Restoration,151,United States
Clayton Dubilier & Rice,Banking & Financial Services,Private Equity,151,United States
CleanSpark,Technology,Blockchain Hardware,151,United States
Clear Capital,Real Estate,Property Valuation,151,United States
ClearBlade,Technology,Edge Computing,151,United States
ClearBlade,Telecommunications and ICT,IoT Solutions,151,United States
ClearCare,Healthcare and Pharmaceuticals,Elderly Care Tech,151,United States
ClearPathGPS,Automobile,Fleet Management,151,United States
ClearView Healthcare Partners,Professional Services,Healthcare Consulting,151,United States
Clearcover,Insurance,Auto Insurance,151,United States
Clearpath Robotics,Technology,Robotics,150,Canada
Clearwater Seafoods,Food and Beverage,Seafood Processing,150,Canada
Clearwater Seafoods,Agriculture,Aquaculture,150,Canada
Clemenceau Medical Center,Healthcare and Pharmaceuticals,Health Tourism,64,Lebanon
Cleveland Clinic,Healthcare and Pharmaceuticals,Hospital Management,151,United States
Clevertouch Technologies,Education,EdTech Hardware & Software,115,United Kingdom
Clif Bar & Company,Agriculture,Organic Farming,151,United States
Clifford Chance,Real Estate,Real Estate Law,115,United Kingdom
Clifford Chance,Professional Services,Legal Services,115,United Kingdom
CliffsNotes,Education,Test Preparation Services,151,United States
Climate Corporation (Bayer),Agriculture,Farm Management Software,119,Germany
Climbsurance,Insurance,Parametric Insurance,123,Netherlands
Climeon,Energy and Utilities,Geothermal Plants,114,Sweden
Climeworks,Energy and Utilities,Carbon Capture,124,Switzerland
Clintec,Healthcare and Pharmaceuticals,Clinical Research,115,United Kingdom
Clorox Company,Manufacturing,Consumer Goods,151,United States
Cloudflare,Telecommunications and ICT,Network Security,151,United States
Clover Health,Insurance,Health Insurance,151,United States
Club Z! Tutoring,Education,Tutoring Services,151,United States
Cluno,Automobile,Car Subscription Services,119,Germany
CoStar Group,Real Estate,Real Estate Tech,151,United States
Coach USA,Travel and Tourism,Transportation Services (Buses/Shuttles),151,United States
Coalition,Insurance,Cyber Insurance,151,United States
Coats Group,Manufacturing,Textile Manufacturing,115,United Kingdom
Cobham Advanced Electronic Solutions,Aerospace and Defense,Defense Electronics,115,United Kingdom
Cobham Avionics,Aerospace and Defense,Avionics Systems,115,United Kingdom
Coca-Cola Beverages,Food and Beverage,Water & Beverages,151,United States
Coca-Cola Company,Manufacturing,Beverage Production,151,United States
Coca-Cola Company,Food and Beverage,Soft Drinks,151,United States
Coca-Cola Freestyle,Retail,Vending Machines,151,United States
Cochin Shipyard Limited,Manufacturing,Shipbuilding,81,India
Code.org,Education,STEM Education,151,United States
Codecademy,Education,Online Learning Platforms,151,United States
Cofco Tunhe,Food and Beverage,Sugar & Sweeteners,98,China
Coffee Day Global,Food and Beverage,Coffee & Tea,81,India
Cognata,Automobile,Automotive Software,61,Israel
Cognata,Automobile,Automotive AI,61,Israel
Cognita Schools,Education,K-12 Education (Private Schools),115,United Kingdom
Cognitec Systems,Technology,Biometric Systems,119,Germany
Cognizant,Professional Services,IT Consulting,151,United States
Coin Acceptors Inc.,Retail,Vending Machines,151,United States
Coinbase,Banking & Financial Services,Cryptocurrency Exchanges,151,United States
Coinbase,Banking & Financial Services,FinTech,151,United States
Coldwell Banker,Real Estate,Brokerage Services,151,United States
Coldwell Banker Global Luxury,Real Estate,Luxury Estates,151,United States
Coles,Retail,Grocery Chains,185,Australia
Colgate-Palmolive,Manufacturing,Consumer Goods,151,United States
Colgate-Palmolive (Hill's Pet Nutrition),Food and Beverage,Pet Food,151,United States
College Board,Education,Test Preparation Services,151,United States
College Park Industries,Healthcare and Pharmaceuticals,Prosthetics,151,United States
Collette Vacations,Travel and Tourism,Tour Operators,151,United States
Colliers International,Real Estate,Property Management,150,Canada
Colliers International,Professional Services,Real Estate Consulting,150,Canada
Colliers International Valuation,Real Estate,Property Valuation,150,Canada
Colliers Project Leaders,Construction and Engineering,Project Management,150,Canada
Collins Aerospace,Aerospace and Defense,Defense Electronics,151,United States
Collins Aerospace,Aerospace and Defense,Avionics Systems,151,United States
Collins Aerospace,Aerospace and Defense,Aircraft Engines & Components,151,United States
Colman's (Unilever),Food and Beverage,Condiments & Sauces,115,United Kingdom
Colonial Life,Insurance,Disability Insurance,151,United States
Colonial Pipeline,Transportation and Logistics,Pipeline Transport,151,United States
Color Health,Healthcare and Pharmaceuticals,Genomics,151,United States
Colt DCS,Telecommunications and ICT,Data Centers,115,United Kingdom
Columbia Sportswear,Retail,Sporting Goods,151,United States
Columbia Sportswear,Manufacturing,Apparel & Footwear,151,United States
Columbus Direct,Travel and Tourism,Travel Insurance Providers,115,United Kingdom
Columbus Direct,Insurance,Travel Insurance,115,United Kingdom
Comba Telecom,Telecommunications and ICT,5G Infrastructure,99,Hong Kong
Comboios de Portugal,Transportation and Logistics,Rail Passenger Transport,144,Portugal
Comcast Corporation (NBCUniversal),Media and Entertainment,Media Conglomerates,151,United States
Comcast Xfinity,Telecommunications and ICT,Broadband Providers,151,United States
Comdata,Banking & Financial Services,Credit Cards,151,United States
Comexposium,Professional Services,Event Management,118,France
Comexposium,Travel and Tourism,Event Tourism,118,France
ComfortDelGro,Transportation and Logistics,Ride-Hailing & Taxi,94,Singapore
ComfortDelGro Taxi,Travel and Tourism,Transportation Services (Buses/Shuttles),94,Singapore
Comisión Federal de Electricidad,Energy and Utilities,Geothermal Plants,157,Mexico
CommScope,Telecommunications and ICT,Telecom Equipment,151,United States
CommScope,Telecommunications and ICT,Fiber Optics,151,United States
Commerzbank Trade Finance,Banking & Financial Services,Trade Finance,119,Germany
CommonGrounds Workplace,Real Estate,Co-Working Spaces,151,United States
CommonSpirit Health,Healthcare and Pharmaceuticals,Hospital Management,151,United States
Commonwealth Bank,Banking & Financial Services,Commercial Banking,185,Australia
Commonwealth Bank Agribusiness,Agriculture,Agricultural Finance & Insurance,185,Australia
Commonwealth Land Title,Insurance,Title Insurance,151,United States
Community Health Systems,Healthcare and Pharmaceuticals,Hospital Management,151,United States
Compal Electronics,Manufacturing,Electronics Manufacturing,105,Taiwan
Compartamos Banco,Banking & Financial Services,Microfinance,157,Mexico
Compass,Real Estate,Luxury Estates,151,United States
Compass,Real Estate,Real Estate Tech,151,United States
Compass Group,Real Estate,Property Management,115,United Kingdom
Compass Group,Real Estate,Facility Management,115,United Kingdom
Compass Group,Food and Beverage,Food Service & Restaurants,115,United Kingdom
Compass Group Facility Services,Construction and Engineering,Building Maintenance,115,United Kingdom
Compass Lexecon,Professional Services,Economic Consulting,151,United States
Compeer Financial,Insurance,Crop Insurance,151,United States
Complex Networks,Media and Entertainment,Online Content,151,United States
Compo Expert,Agriculture,Fertilizers & Nutrients,119,Germany
Compuware,Technology,Mainframe Systems,151,United States
Comscore,Professional Services,Market Research,151,United States
Conagra Brands,Manufacturing,Food Processing,151,United States
Conagra Brands,Agriculture,Food Processing (Agricultural Output),151,United States
Conagra Brands (Condiments),Food and Beverage,Condiments & Sauces,151,United States
Conagra Brands (Frozen),Food and Beverage,Frozen Foods,151,United States
Conagra Brands (Produce),Food and Beverage,Fruit & Vegetable Processing,151,United States
Conagra Mills,Food and Beverage,Grain & Cereal Products,151,United States
Concirrus,Insurance,Parametric Insurance,115,United Kingdom
Concord Music,Media and Entertainment,Music Labels,151,United States
Concur Technologies (SAP),Travel and Tourism,Travel Technology,151,United States
Condé Nast Traveler,Travel and Tourism,Travel Media & Publishing,151,United States
Confluent (Apache Kafka),Technology,Open-Source Platforms,151,United States
Conforama,Retail,Furniture Outlets,118,France
Conmed Corporation,Healthcare and Pharmaceuticals,Surgical Instruments,151,United States
Connect First,Telecommunications and ICT,Contact Center Solutions,151,United States
ConocoPhillips,Energy and Utilities,Oil Exploration,151,United States
ConocoPhillips,Energy and Utilities,Natural Gas,151,United States
Conservation Fund,Agriculture,Agricultural Real Estate,151,United States
Conservis Corporation,Agriculture,Farm Management Software,151,United States
Consolidated Communications,Telecommunications and ICT,Rural Connectivity,151,United States
Consolidated-Tomoka Land Co.,Real Estate,Land Acquisition,151,United States
Constellation Brands,Food and Beverage,Alcoholic Beverages,151,United States
Constellium,Aerospace and Defense,Aerospace Structures & Composites,123,Netherlands
Consumer Cellular,Telecommunications and ICT,Mobile Virtual Networks,151,United States
Contact Energy,Energy and Utilities,Geothermal Plants,186,New Zealand
Content Guru,Telecommunications and ICT,Contact Center Solutions,115,United Kingdom
ContextVision,Healthcare and Pharmaceuticals,Medical Imaging,114,Sweden
Contiki Holidays,Travel and Tourism,Tour Operators,186,New Zealand
Continental AG,Automobile,Auto Parts Manufacturing,119,Germany
Continental AG,Manufacturing,Plastic & Rubber Products,119,Germany
Continental Automotive,Automobile,Vehicle Telematics,119,Germany
Continental Tires,Automobile,Tire Manufacturing,119,Germany
Control Risks,Professional Services,Risk & Compliance Consulting,115,United Kingdom
Control4,Real Estate,Smart Home Tech,151,United States
Convene,Real Estate,Co-Working Spaces,151,United States
Convergent Energy + Power,Energy and Utilities,Utility-Scale Storage,151,United States
Cooke Aquaculture,Agriculture,Aquaculture,150,Canada
Cooper Tire & Rubber,Automobile,Tire Manufacturing,151,United States
Cooperative Network Services,Telecommunications and ICT,Rural Connectivity,151,United States
Copenhagen Airports,Aerospace and Defense,Airport Infrastructure & Services,106,Denmark
CorVel Corporation,Insurance,Claims Management,151,United States
Corbion,Food and Beverage,Oils & Fats,123,Netherlands
Corbion,Chemicals,Food Additives,123,Netherlands
Corcoran Group,Real Estate,Brokerage Services,151,United States
Corcoran Group,Real Estate,Luxury Estates,151,United States
Core Scientific,Technology,Blockchain Hardware,151,United States
CoreLogic,Real Estate,Property Valuation,151,United States
CoreSite Realty,Telecommunications and ICT,Data Centers,151,United States
Cornerstone Learning,Education,Learning Management Systems,151,United States
Cornerstone OnDemand,Education,Corporate Training,151,United States
Cornerstone Research,Professional Services,Economic Consulting,151,United States
Corning Inc.,Telecommunications and ICT,Fiber Optics,151,United States
Coromandel International,Chemicals,Fertilizers & Agrochemicals,81,India
Coromandel International,Agriculture,Fertilizers & Nutrients,81,India
Correlation One,Education,Vocational Training,151,United States
Corsair,Technology,Gaming Consoles,151,United States
Corsair,Technology,Computer Peripherals,151,United States
Cortec Corporation,Chemicals,Water Treatment Chemicals,151,United States
Corteva Agriscience,Agriculture,Pesticides & Herbicides,151,United States
Corteva Agriscience,Agriculture,Crop Production,151,United States
Corteva Agriscience Biotech,Agriculture,Agricultural Biotechnology,151,United States
Corteva Agriscience Seeds,Agriculture,Seeds & Genetics,151,United States
Cosan,Energy and Utilities,Biofuels,175,Brazil
Cosan,Food and Beverage,Sugar & Sweeteners,175,Brazil
Costa Coffee (Coca-Cola),Food and Beverage,Coffee & Tea,115,United Kingdom
Costa Cruises,Travel and Tourism,Cruise Lines,140,Italy
Costa Group,Food and Beverage,Fruit & Vegetable Processing,185,Australia
Costco,Retail,Grocery Chains,151,United States
Costco Pharmacy,Healthcare and Pharmaceuticals,Pharmacy Chains,151,United States
Cott Corporation,Food and Beverage,Soft Drinks,150,Canada
Country Financial,Insurance,Crop Insurance,151,United States
Country Garden,Real Estate,Residential Development,98,China
Country Garden,Construction and Engineering,Residential Construction,98,China
Coupa Software,Transportation and Logistics,Supply Chain Tech & Software,151,United States
Coupang,Retail,E-commerce Marketplaces,104,South Korea
Coursera,Education,Online Learning Platforms,151,United States
Coursera Free Courses,Education,Open Courseware Providers,151,United States
Coursera for Business,Education,Corporate Training,151,United States
Coursera for Business,Education,Vocational Training,151,United States
Courts,Retail,Consumer Electronics Retail,94,Singapore
Covance (LabCorp),Healthcare and Pharmaceuticals,Clinical Research,151,United States
Cove Point LNG,Energy and Utilities,LNG Terminals,151,United States
Coventry Workers' Comp Services,Insurance,Claims Management,151,United States
Cover-More,Insurance,Travel Insurance,185,Australia
CoverWallet,Insurance,Cyber Insurance,151,United States
Covestro AG,Manufacturing,Plastic & Rubber Products,119,Germany
Cowen Inc.,Banking & Financial Services,Investment Banking,151,United States
Cox & Kings,Travel and Tourism,Tour Operators,81,India
Cox Communications,Telecommunications and ICT,Broadband Providers,151,United States
Crane Co.,Retail,Vending Machines,151,United States
Crane Payment Innovations,Retail,Vending Machines,151,United States
Cranswick plc,Agriculture,Livestock Production,115,United Kingdom
Cranswick plc,Food and Beverage,Meat Processing,115,United Kingdom
Cratejoy,Retail,Subscription Boxes,151,United States
Crawford & Company,Insurance,Claims Management,151,United States
Cray (HPE),Technology,Supercomputing,151,United States
Credit Agricole Trade Finance,Banking & Financial Services,Trade Finance,118,France
Credit Suisse Wealth Mgmt,Banking & Financial Services,Wealth Management,124,Switzerland
Crestron Electronics,Real Estate,Smart Home Tech,151,United States
Croda Industrial Chemicals,Chemicals,Industrial Cleaners,115,United Kingdom
Croda International,Chemicals,Specialty Chemicals,115,United Kingdom
Croda Personal Care,Chemicals,Cosmetic Chemicals,115,United Kingdom
Croma (Tata),Retail,Consumer Electronics Retail,81,India
Crooked Media,Media and Entertainment,Podcasting,151,United States
Crop One Holdings,Agriculture,Sustainable Agriculture,151,United States
CropX,Agriculture,Farm Management Software,61,Israel
CrossCountry Mortgage,Banking & Financial Services,Mortgage Lending,151,United States
CrossCountry Mortgage,Real Estate,Mortgage Brokering,151,United States
CrossKnowledge,Education,Corporate Training,118,France
Crossmatch (HID Global),Technology,Biometric Systems,151,United States
CrowdStreet,Real Estate,Real Estate Crowdfunding,151,United States
CrowdStrike,Aerospace and Defense,Defense IT & Cybersecurity,151,United States
Crowdestate,Real Estate,Real Estate Crowdfunding,107,Estonia
Crowe Global,Professional Services,Accounting & Audit,115,United Kingdom
Crown Castle,Telecommunications and ICT,Telecom Tower Management,151,United States
Crown Castle,Real Estate,REITs,151,United States
Crown Confectionery,Food and Beverage,Bakery & Confectionery,104,South Korea
Cruise (GM),Automobile,Autonomous Driving Tech,151,United States
Crunchyroll (Sony),Media and Entertainment,Video Streaming,151,United States
Crypto.com,Banking & Financial Services,Cryptocurrency Exchanges,99,Hong Kong
Crystal Geyser Water Company,Food and Beverage,Water & Beverages,151,United States
Crédit Agricole,Banking & Financial Services,Commercial Banking,118,France
Ctrip (Trip.com Group),Travel and Tourism,Online Travel Agencies,98,China
Cubic Defense,Aerospace and Defense,Training & Simulation Systems,151,United States
Cumulus Media,Media and Entertainment,Radio Broadcasting,151,United States
Cunard Line,Travel and Tourism,Cruise Lines,115,United Kingdom
Cundall Sustainability,Construction and Engineering,Green Building Consulting,115,United Kingdom
CureVac,Healthcare and Pharmaceuticals,Vaccines,119,Germany
Current Health (Best Buy),Healthcare and Pharmaceuticals,Wearable Health Tech,151,United States
Currie & Brown,Construction and Engineering,Project Management,115,United Kingdom
Curtiss-Wright Avionics,Aerospace and Defense,Avionics Systems,151,United States
Cushman & Wakefield,Real Estate,Brokerage Services,151,United States
Cushman & Wakefield,Professional Services,Real Estate Consulting,151,United States
Cushman & Wakefield,Real Estate,Commercial Property,151,United States
Cushman & Wakefield,Real Estate,Property Management,151,United States
Cushman & Wakefield Facility Management,Real Estate,Facility Management,151,United States
Cushman & Wakefield Facility Services,Construction and Engineering,Building Maintenance,151,United States
Cushman & Wakefield Valuation,Real Estate,Property Valuation,151,United States
Cuvva,Insurance,InsurTech Platforms,115,United Kingdom
Cvent,Professional Services,Event Management,151,United States
CyberArk,Aerospace and Defense,Defense IT & Cybersecurity,151,United States
CyberCube,Insurance,Cyber Insurance,151,United States
Cyrq Energy,Energy and Utilities,Geothermal Plants,151,United States
CyrusOne,Telecommunications and ICT,Data Centers,151,United States
Cytec Solvay Group,Aerospace and Defense,Aerospace Structures & Composites,117,Belgium
Cyxtera Technologies,Telecommunications and ICT,Data Centers,151,United States
D-Wave Systems,Technology,Quantum Computing,150,Canada
D.R. Horton,Real Estate,Residential Development,151,United States
D.R. Horton,Construction and Engineering,Residential Construction,151,United States
D2L Brightspace,Education,Learning Management Systems,150,Canada
DAAD (German Academic Exchange Service),Education,Study Abroad Services,119,Germany
DAF Trucks,Transportation and Logistics,Trucking & Road Freight,123,Netherlands
DB Schenker,Transportation and Logistics,Warehousing & Distribution,119,Germany
DB Schenker,Transportation and Logistics,Third-Party Logistics (3PL),119,Germany
DB Schenker,Transportation and Logistics,Freight Forwarding,119,Germany
DBRS Morningstar,Banking & Financial Services,Credit Rating Agencies,150,Canada
DBS Trade Finance,Banking & Financial Services,Trade Finance,94,Singapore
DDN Storage,Technology,Supercomputing,151,United States
DE Shaw & Co.,Banking & Financial Services,Hedge Funds,151,United States
DEME Group,Construction and Engineering,Construction Services,117,Belgium
DFDS Seaways,Transportation and Logistics,Maritime Passenger Services,106,Denmark
DFS Group (LVMH),Retail,Duty-Free Shops,99,Hong Kong
DHL Aviation,Transportation and Logistics,Air Cargo,119,Germany
DHL Express,Transportation and Logistics,Courier & Express Delivery,119,Germany
DHL Freight,Transportation and Logistics,Trucking & Road Freight,119,Germany
DHL Global Forwarding,Transportation and Logistics,Freight Forwarding,119,Germany
DHL Supply Chain,Transportation and Logistics,Warehousing & Distribution,119,Germany
DHL eCommerce,Transportation and Logistics,E-commerce Logistics,119,Germany
DHOLIC Entertainment,Media and Entertainment,Talent Agencies,104,South Korea
DHR International,Professional Services,Executive Search,151,United States
DIC Corporation,Chemicals,Dyes & Pigments,100,Japan
DJI,Aerospace and Defense,Unmanned Aerial Vehicles (UAVs),98,China
DLA Piper,Real Estate,Real Estate Law,115,United Kingdom
DLA Piper,Professional Services,Legal Services,115,United Kingdom
DLF Limited,Construction and Engineering,Residential Construction,81,India
DLF Seeds & Science,Agriculture,Seeds & Genetics,106,Denmark
DMG Events,Professional Services,Event Management,71,United Arab Emirates
DNEG (Double Negative),Media and Entertainment,Animation & VFX,115,United Kingdom
DNV GL,Professional Services,Risk & Compliance Consulting,113,Norway
DP Architects,Construction and Engineering,Architectural Services,94,Singapore
DPA (Germany),Media and Entertainment,News Agencies,119,Germany
DPR Construction,Real Estate,Sustainable Buildings,151,United States
DS Smith,Manufacturing,Paper & Pulp,115,United Kingdom
DSB (Danish State Railways),Transportation and Logistics,Rail Passenger Transport,106,Denmark
DSC Logistics,Transportation and Logistics,Warehousing & Distribution,151,United States
DSM,Manufacturing,Plastic & Rubber Products,123,Netherlands
DSM Animal Nutrition,Food and Beverage,Animal Feed,123,Netherlands
DSM Demolition,Construction and Engineering,Demolition & Decommissioning,115,United Kingdom
DSM Food Specialties,Chemicals,Food Additives,123,Netherlands
DSM Personal Care,Chemicals,Cosmetic Chemicals,123,Netherlands
DSV Panalpina,Transportation and Logistics,Freight Forwarding,106,Denmark
DSV Panalpina,Transportation and Logistics,Third-Party Logistics (3PL),106,Denmark
DTDC India,Transportation and Logistics,Courier & Express Delivery,81,India
DWS Group,Banking & Financial Services,Asset Management,119,Germany
DXC Technology,Professional Services,IT Consulting,151,United States
DXC Technology,Aerospace and Defense,Defense IT & Cybersecurity,151,United States
DXC Technology,Technology,Mainframe Systems,151,United States
Dachser,Transportation and Logistics,Freight Forwarding,119,Germany
Dachser,Transportation and Logistics,Third-Party Logistics (3PL),119,Germany
Daewoo Engineering & Construction,Construction and Engineering,Industrial Construction,104,South Korea
Daewoo Shipbuilding,Aerospace and Defense,Naval Systems & Shipbuilding,104,South Korea
Daewoo Shipbuilding & Marine Engineering,Manufacturing,Shipbuilding,104,South Korea
Daher Aerospace,Aerospace and Defense,Aerospace Structures & Composites,118,France
Dai-ichi Karkaria Ltd.,Chemicals,Textile Chemicals,81,India
Daikin Industries,Energy and Utilities,Energy Efficiency,100,Japan
Daimler Mobility AG,Transportation and Logistics,Vehicle Leasing & Rental,119,Germany
Daimler Truck AG,Automobile,Commercial Trucks,119,Germany
Dairy Crest (Saputo),Agriculture,Dairy Farming,115,United Kingdom
Dairy Crest (Saputo),Food and Beverage,Dairy Products,115,United Kingdom
Dairy Farmers of America,Food and Beverage,Dairy Products,151,United States
Dairy Farmers of America,Agriculture,Dairy Farming,151,United States
Dairy Farmers of America,Agriculture,Agricultural Cooperatives,151,United States
Daiso,Retail,Discount Stores,100,Japan
Daiya Foods (Otsuka),Food and Beverage,Health & Functional Foods,150,Canada
Dallas Cowboys (NFL),Media and Entertainment,Sports Leagues,151,United States
Damen Shipyards,Aerospace and Defense,Naval Systems & Shipbuilding,123,Netherlands
Danfoss,Energy and Utilities,Energy Efficiency,106,Denmark
Danisco (DuPont),Chemicals,Food Additives,151,United States
Danlaw Inc.,Automobile,Vehicle Telematics,151,United States
Danone Baby Nutrition,Food and Beverage,Baby Food,118,France
Danone Dairy,Agriculture,Dairy Farming,118,France
Danone Medical Nutrition,Food and Beverage,Health & Functional Foods,118,France
Danone SA,Agriculture,Food Processing (Agricultural Output),118,France
Danone SA,Manufacturing,Food Processing,118,France
Danone SA,Food and Beverage,Dairy Products,118,France
Danone Waters,Manufacturing,Beverage Production,118,France
Danone Waters,Food and Beverage,Water & Beverages,118,France
Daon,Technology,Biometric Systems,151,United States
Dar Al-Handasah,Construction and Engineering,Engineering Design,64,Lebanon
Darden Restaurants,Food and Beverage,Food Service & Restaurants,151,United States
Darigold,Agriculture,Agricultural Cooperatives,151,United States
Darktrace,Aerospace and Defense,Defense IT & Cybersecurity,115,United Kingdom
Dassault Aviation,Aerospace and Defense,Commercial Aircraft Manufacturing,118,France
Dassault Aviation,Manufacturing,Aerospace & Defense Manufacturing,118,France
Dassault Aviation,Aerospace and Defense,Military Aircraft Manufacturing,118,France
Databricks,Technology,Data Analytics,151,United States
Datang Telecom,Telecommunications and ICT,SIM Manufacturing,98,China
Dave & Buster's,Travel and Tourism,Restaurant Chains (Tourist-Focused),151,United States
David Jones,Retail,Department Stores,185,Australia
Dazn,Media and Entertainment,Video Streaming,115,United Kingdom
De Havilland Canada,Aerospace and Defense,Commercial Aircraft Manufacturing,150,Canada
De Heus Animal Nutrition,Food and Beverage,Animal Feed,123,Netherlands
DeKalb Feeds (Bayer),Food and Beverage,Animal Feed,151,United States
Dean Foods,Food and Beverage,Dairy Products,151,United States
Dean Foods,Agriculture,Dairy Farming,151,United States
Debian Project,Technology,Operating Systems,151,United States
Decathlon,Retail,Sporting Goods,118,France
DeepRoute.ai,Automobile,Automotive AI,98,China
DeepRoute.ai,Automobile,Autonomous Driving Tech,98,China
DeepScale (Tesla),Automobile,Automotive AI,151,United States
Deere & Company,Agriculture,Crop Production,151,United States
Def Jam Recordings,Media and Entertainment,Music Labels,151,United States
Degreed,Education,Corporate Training,151,United States
Del Monte Pacific,Food and Beverage,Fruit & Vegetable Processing,94,Singapore
Delft University of Technology,Education,Higher Education (Universities),123,Netherlands
Delhi Duty Free,Retail,Duty-Free Shops,81,India
Delhivery,Transportation and Logistics,E-commerce Logistics,81,India
Deliveroo,Food and Beverage,Food Service & Restaurants,115,United Kingdom
Dell,Technology,Computer Peripherals,151,United States
Dell EMC,Technology,Supercomputing,151,United States
Dell EMC,Technology,Edge Computing,151,United States
Dell Education,Education,EdTech Hardware & Software,151,United States
Dell Technologies,Telecommunications and ICT,Enterprise Networking,151,United States
Deloitte,Telecommunications and ICT,Telecom Consulting,115,United Kingdom
Deloitte,Professional Services,Accounting & Audit,115,United Kingdom
Deloitte Supply Chain,Professional Services,Logistics & Supply Chain Consulting,115,United Kingdom
Delta Air Lines,Transportation and Logistics,Airline Passenger Services,151,United States
Delta Air Lines,Travel and Tourism,Airlines,151,United States
Delta Capita,Professional Services,Management Consulting,115,United Kingdom
Delta Partners,Telecommunications and ICT,Telecom Consulting,71,United Arab Emirates
Delta TechOps,Aerospace and Defense,MRO Services,151,United States
Deluxe Media,Professional Services,Marketing & Advertising,151,United States
Deluxe Media,Media and Entertainment,Advertising & Marketing,151,United States
Denel Dynamics,Aerospace and Defense,Missile & Defense Systems,54,South Africa
Denel Land Systems,Aerospace and Defense,Military Vehicles & Tanks,54,South Africa
Denel SOC Ltd,Aerospace and Defense,Weapons & Ammunition,54,South Africa
Denka Company Limited,Chemicals,Synthetic Rubber,100,Japan
Denso Corporation,Automobile,Auto Parts Manufacturing,100,Japan
Dentons,Real Estate,Real Estate Law,150,Canada
Dentsu,Professional Services,Marketing & Advertising,100,Japan
Dentsu Group,Media and Entertainment,Advertising & Marketing,100,Japan
Deoleo SA,Food and Beverage,Oils & Fats,148,Spain
Deribit,Banking & Financial Services,Cryptocurrency Exchanges,123,Netherlands
Descartes Systems Group,Transportation and Logistics,Supply Chain Tech & Software,150,Canada
Desert Hills Premium Outlets,Retail,Outlet Malls,151,United States
Deserve,Banking & Financial Services,Credit Cards,151,United States
