id,name,country_id,country_name
14181,Balfour Beatty,115,United Kingdom
14182,Barratt Developments,115,United Kingdom
14183,Bauer Group,119,Germany
14184,BDP (Architecture & Planning),115,United Kingdom
14185,Bechtel Corporation,151,United States
14186,Bechtel Industrial,151,United States
14187,Bechtel Engineering,151,United States
14188,Bechtel Decommissioning,151,United States
14189,Bechtel Project Management,151,United States
14190,Bentley Systems,151,United States
14191,BESIX Group,117,Belgium
14192,Bilfinger SE,119,Germany
14193,Bluebeam Software,151,United States
14194,Boral Limited,185,Australia
14195,Boskalis,123,Netherlands
14196,Bouygues Construction,118,France
14197,Bouygues Immobilier,118,France
14198,Brasfield & Gorrie Specialty,151,United States
14199,Bridgit Solutions,150,Canada
14200,Brookfield Infrastructure Partners,150,Canada
14201,Brookfield Properties,150,Canada
14202,Buro Happold Sustainability,115,United Kingdom
14203,Black & Veatch,151,United States
14204,Black & Veatch Engineering,151,United States
14205,Black & Veatch Water,151,United States
14206,Cadillac Fairview,150,Canada
14207,Calthorpe Associates,151,United States
14208,CapitaLand,94,Singapore
14209,Caterpillar Inc.,151,United States
14210,CBRE Group Facility Services,151,United States
14211,Cemex,157,Mexico
14212,CGG Geoscience,118,France
14213,Chiyoda Corporation,100,Japan
14214,Cintra (Ferrovial),148,Spain
14215,Clark Construction,151,United States
14216,CMiC,150,Canada
14217,CNH Industrial (Case CE),115,United Kingdom
14218,Colliers Project Leaders,150,Canada
14219,Compass Group Facility Services,115,United Kingdom
14220,Anhui Conch Cement,98,China
14221,Country Garden,98,China
14222,China Railway Construction Corporation,98,China
14223,CRH plc,110,Ireland
14224,China State Construction Engineering,98,China
14225,Cundall Sustainability,115,United Kingdom
14226,Currie & Brown,115,United Kingdom
14227,Cushman & Wakefield Facility Services,151,United States
14228,Daewoo Engineering & Construction,104,South Korea
14229,Dar Al-Handasah,64,Lebanon
14230,John Deere Construction,151,United States
14231,DEME Group,117,Belgium
14232,DLF Limited,81,India
14233,Doosan Infracore,104,South Korea
14234,DP Architects,94,Singapore
14235,D.R. Horton,151,United States
14236,DSM Demolition,115,United Kingdom
14237,Eagle Materials,151,United States
14238,Eiffage Concessions,118,France
14239,Emaar Properties,71,United Arab Emirates
14240,Emcor Group,151,United States
14241,Emcor Specialty Contracting,151,United States
14242,EnergySolutions,151,United States
14243,Engie Services,118,France
14244,Erith Group,115,United Kingdom
14245,ERM Group,115,United Kingdom
14246,ERM Sustainability,115,United Kingdom
14247,FacilityONE Technologies,151,United States
14248,Ferrovial Agroman,148,Spain
14249,Fieldwire,151,United States
14250,FiiX Software,150,Canada
14251,Fluor Corporation,151,United States
14252,Fluor Industrial,151,United States
14253,Fluor Engineering,151,United States
14254,Fluor Decommissioning,151,United States
14255,Fluor Project Management,151,United States
14256,Forest City Realty Trust,151,United States
14257,Foster + Partners,115,United Kingdom
14258,Fugro,123,Netherlands
14259,Fugro Australia,185,Australia
14260,Gammon Construction,99,Hong Kong
14261,Gensler,151,United States
14262,Gensler,151,United States
14263,Gensler Asia,99,Hong Kong
14264,Gensler Cities & Urban Design,151,United States
14265,Gensler Sustainable Design,151,United States
14266,Geocomp Corporation,151,United States
14267,Geosyntec Consultants,151,United States
14268,MaintainX,151,United States
14269,GHD Group,185,Australia
14270,Great Lakes Dredge & Dock,151,United States
14271,Gleeds,115,United Kingdom
14272,Global Infrastructure Partners,151,United States
14273,Globalvia Infraestructuras,148,Spain
14274,Golder Associates (WSP),150,Canada
14275,ACS Group,148,Spain
14276,Isolux Corsán (Grupo ACS),148,Spain
14277,Grupo ACS Infraestructuras,148,Spain
14278,GS Engineering & Construction,104,South Korea
14279,Hassell Studio,185,Australia
14280,HCC Limited,81,India
14281,HCSS Construction Software,151,United States
14282,Hyundai Engineering & Construction,104,South Korea
14283,HeidelbergCement,119,Germany
14284,Hexagon Geosystems,114,Sweden
14285,Hill International,151,United States
14286,Hines,151,United States
14287,Hitachi Construction Machinery,100,Japan
14288,Hochtief AG,119,Germany
14289,HOK Group,151,United States
14290,HOK Group,151,United States
14291,HOK Urban Design,151,United States
14292,HOK Sustainable Design,151,United States
14293,Howard Hughes Corporation,151,United States
14294,Huta Stalowa Wola,130,Poland
14295,Hyundai Construction Equipment,104,South Korea
14296,IRB Infrastructure Developers,81,India
14297,ISS Facility Services,106,Denmark
14298,Ivanhoé Cambridge,150,Canada
14299,Jacobs Engineering Group,151,United States
14300,Jacobs Engineering Design,151,United States
14301,Jacobs Decommissioning,151,United States
14302,Jacobs Environment,151,United States
14303,CH2M HILL (Jacobs),151,United States
14304,Jacobs Architecture,151,United States
14305,Jacobs Project Management,151,United States
14306,CH2M HILL Project Management,151,United States
14307,Jacobs Surveying,151,United States
14308,Jacobs Urban Planning,151,United States
14309,Jacobs Sustainability,151,United States
14310,James Hardie Industries,110,Ireland
14311,Jan De Nul Group,121,Luxembourg
14312,JCB,115,United Kingdom
14313,JGC Holdings,100,Japan
14314,JLL Facilities Management,115,United Kingdom
14315,John Holland Group,185,Australia
14316,Johnson Controls Building Solutions,151,United States
14317,Jonas Construction Software,150,Canada
14318,KBR Inc.,151,United States
14319,KBR Industrial,151,United States
14320,Keller Group,115,United Kingdom
14321,Keller Ground Engineering,115,United Kingdom
14322,Keller Australia,185,Australia
14323,KEO International Consultants,63,Kuwait
14324,Kiewit Corporation,151,United States
14325,Klépierre,118,France
14326,Knauf,119,Germany
14327,Kobelco Construction Machinery,100,Japan
14328,Komatsu Ltd.,100,Japan
14329,Kubota Construction Machinery,100,Japan
14330,LafargeHolcim,124,Switzerland
14331,John Laing Group,115,United Kingdom
14332,Larsen & Toubro Construction,81,India
14333,Lendlease Residential,185,Australia
14334,Lendlease Commercial,185,Australia
14335,Lennar Corporation,151,United States
14336,Liebherr Group,124,Switzerland
14337,Linde Engineering,115,United Kingdom
14338,Linea5 Group,140,Italy
14339,Link REIT,99,Hong Kong
14340,Mace Group,115,United Kingdom
14341,Macquarie Group (Infrastructure),185,Australia
14342,Maire Tecnimont,140,Italy
14343,Manitou Group,118,France
14344,Martin Marietta Materials,151,United States
14345,Mastec Inc.,151,United States
14346,McCarthy Holdings,151,United States
14347,McConnell Dowell,185,Australia
14348,McDermott International,151,United States
14349,McElhanney Group,150,Canada
14350,Mitsubishi Estate,100,Japan
14351,Menard Group,118,France
14352,Meridiam Infrastructure,118,France
14353,Mirvac Group,185,Australia
14354,Mitsui Fudosan Residential,100,Japan
14355,Mitsui Fudosan,100,Japan
14356,Mott MacDonald,115,United Kingdom
14357,Mott MacDonald Water,115,United Kingdom
14358,Mott MacDonald Planning,115,United Kingdom
14359,Mott MacDonald Sustainability,115,United Kingdom
14360,Multiplex Constructions,185,Australia
14361,Nikken Sekkei,100,Japan
14362,NorthStar Group Services,151,United States
14363,Northwest Pipe Company,151,United States
14364,Obayashi Corporation,100,Japan
14365,OCS Group,115,United Kingdom
14366,OHL Concesiones,148,Spain
14367,UpKeep Maintenance Management,151,United States
14368,Oracle Construction & Engineering,151,United States
14369,Orano Decommissioning,118,France
14370,Oxley Holdings,94,Singapore
14371,Parsons Corporation,151,United States
14372,Performance Contracting Inc.,151,United States
14373,PCL Construction,150,Canada
14374,Petrofac,115,United Kingdom
14375,Petrofac Surveying,115,United Kingdom
14376,PlanGrid (Autodesk),151,United States
14377,Planon Software,123,Netherlands
14378,Plenary Group,185,Australia
14379,PM Group,110,Ireland
14380,Power Construction Corporation of China,98,China
14381,Primoris Services Corporation,151,United States
14382,Primoris Services Specialty,151,United States
14383,Procore Technologies,151,United States
14384,Project Control Group,151,United States
14385,PulteGroup,151,United States
14386,Quanta Services,151,United States
14387,Quanta Services Specialty,151,United States
14388,Raken,151,United States
14389,Related Companies,151,United States
14390,Rider Levett Bucknall,115,United Kingdom
14391,Sandvik Mining and Rock Technology,114,Sweden
14392,Roger Bullivant (Ground Engineering),115,United Kingdom
14393,Sacyr,148,Spain
14394,Saint-Gobain,118,France
14395,Saipem,140,Italy
14396,Samsung C&T Corporation,104,South Korea
14397,Sany Heavy Industry,98,China
14398,SAP Facility Management,119,Germany
14399,SAP Construction Management,119,Germany
14400,Sasaki Associates,151,United States
14401,Sekisui House,100,Japan
14402,Sellafield Ltd,115,United Kingdom
14403,ServiceMaster Brands,151,United States
14404,SGS Surveying,124,Switzerland
14405,Shapoorji Pallonji Group,81,India
14406,Shimizu Corporation,100,Japan
14407,Simon Property Group,151,United States
14408,Skanska AB,114,Sweden
14409,SK Engineering & Construction,104,South Korea
14410,SLR Consulting,115,United Kingdom
14411,SNC-Lavalin,150,Canada
14412,SNC-Lavalin Engineering,150,Canada
14413,Sobha Limited,81,India
14414,Sumitomo Osaka Cement,100,Japan
14415,Sodexo Facility Management,118,France
14416,Soletanche Bachy,118,France
14417,SOM (Skidmore Owings & Merrill),151,United States
14418,Skidmore Owings & Merrill Urban Design,151,United States
14419,Stantec,150,Canada
14420,Stantec Design,150,Canada
14421,Stantec Environmental,150,Canada
14422,Stantec Architecture,150,Canada
14423,Stantec PM,150,Canada
14424,Stantec Surveying,150,Canada
14425,Stantec Community Development,150,Canada
14426,Stantec Sustainability,150,Canada
14427,Steel Dynamics,151,United States
14428,Stockland,185,Australia
14429,Studsvik AB,114,Sweden
14430,Suntec Real Estate Investment Trust,94,Singapore
14431,Surveying Solutions Group,115,United Kingdom
14432,Sweco Group,114,Sweden
14433,Sweco Urban Planning,114,Sweden
14434,Sweco Sustainability,114,Sweden
14435,Swire Properties,99,Hong Kong
14436,Taylor Wimpey,115,United Kingdom
14437,Technip Energies,118,France
14438,Terex Corporation,151,United States
14439,Tetra Tech,151,United States
14440,Tetra Tech Environmental,151,United States
14441,Tishman Speyer,151,United States
14442,Toll Brothers,151,United States
14443,TopBuild Corp.,151,United States
14444,Topcon Positioning Systems,100,Japan
14445,Transurban Group,185,Australia
14446,TRC Companies,151,United States
14447,Turner & Townsend,115,United Kingdom
14448,Turner Construction,151,United States
14449,TUV SUD Decommissioning,119,Germany
14450,UltraTech Cement,81,India
14451,Unibail-Rodamco-Westfield,118,France
14452,USG Corporation,151,United States
14453,Van Elle Holdings,115,United Kingdom
14454,China Vanke,98,China
14455,Van Oord,123,Netherlands
14456,Veolia Decommissioning Services,118,France
14457,Viewpoint (Trimble),151,United States
14458,Vinci SA,118,France
14459,VINCI Concessions,118,France
14460,Vinci Construction France,118,France
14461,Volvo Construction Equipment,114,Sweden
14462,Vonovia SE,119,Germany
14463,Vulcan Materials,151,United States
14464,Webuild Group,140,Italy
14465,Westfield Corporation (Unibail),185,Australia
14466,Westinghouse Electric Company,151,United States
14467,Whiting-Turner Contracting,151,United States
14468,WillScot Mobile Mini,151,United States
14469,Wood Group,115,United Kingdom
14470,Amec Foster Wheeler (Wood Group),115,United Kingdom
14471,Wood Environment,115,United Kingdom
14472,Woods Bagot,185,Australia
14473,Green Building Council (Global),151,United States
14474,WSP Global,150,Canada
14475,WSP Engineering Design,150,Canada
14476,WSP Environment,150,Canada
14477,WSP Project Management,150,Canada
14478,WSP Surveying,150,Canada
14479,WSP Urban Planning,150,Canada
14480,WSP Sustainability,150,Canada
14481,XCMG Group,98,China
14482,The Yates Companies Inc.,151,United States
14483,Zaha Hadid Architects,115,United Kingdom
14484,Camphill Communities,115,United Kingdom
14485,ACCESS Dubai,71,United Arab Emirates
14486,The Education Group,151,United States
14487,Learnet Academy,150,Canada
14488,Linden Learning,151,United States
14489,MySchool,115,United Kingdom
14490,Rnwl Education Consulting,151,United States
14491,School Time,186,New Zealand
14492,Academic Earth,151,United States
14493,Acumen Academy,151,United States
14494,Glossika,105,Taiwan
14495,Alison,110,Ireland
14496,ALISON,110,Ireland
14497,API Abroad (Academic Programs International),151,United States
14498,Articulate,151,United States
14499,Udemy Business,151,United States
14500,Byju's,81,India
14501,Byju's Tutoring,81,India
14502,Chan Zuckerberg Initiative Education,151,United States
14503,Child Mind Institute,151,United States
14504,Club Z! Tutoring,151,United States
14505,Code.org,151,United States
14506,Kaltura Video Cloud,151,United States
14507,Scholastic Learning Zone,151,United States
14508,Dyslexia Action,115,United Kingdom
14509,Edsby,150,Canada
14510,Google Classroom,151,United States
14511,Lego Education,106,Denmark
14512,Lego Education,106,Denmark
14513,EduKids Early Childhood Education,151,United States
14514,Seoul National University,104,South Korea
14515,UNESCO Education,118,France
14516,Peking University,98,China
14517,Epson Education Projectors,100,Japan
14518,Fedena,81,India
14519,GA (General Assembly),151,United States
14520,Oxford University Press,115,United Kingdom
14521,Greenwood Asher & Associates,151,United States
14522,Huntington Learning Center,151,United States
14523,Itslearning,113,Norway
14524,Keystone Academic Solutions,113,Norway
14525,Karolinska Institute,114,Sweden
14526,Drops,128,Hungary
14527,Lattice,151,United States
14528,KA Lite (Foundation for Learning Equality),151,United States
14529,Lingvist,107,Estonia
14530,Magoosh,151,United States
14531,Malala Fund,115,United Kingdom
14532,Micro:bit Educational Foundation,115,United Kingdom
14533,Moodle,115,United Kingdom
14534,National University of Singapore,94,Singapore
14535,MIT OpenCourseWare,151,United States
14536,Stanford Online,151,United States
14537,Harvard Online Learning,151,United States
14538,OpenClassrooms,118,France
14539,OpenEduCat,81,India
14540,OpenStax (Rice University),151,United States
14541,Open Yale Courses,151,United States
14542,Per Scholas,151,United States
14543,Preply,151,United States
14544,Robolink,151,United States
14545,Sanoma Learning,108,Finland
14546,Scratch Foundation,151,United States
14547,Senior Systems,151,United States
14548,Shorelight Education,151,United States
14549,Snapask,99,Hong Kong
14550,Sphero,151,United States
14551,Spring Education Group,151,United States
14552,SIT Study Abroad,151,United States
14553,British Council,115,United Kingdom
14554,Teach For All,151,United States
14555,Tecnológico de Monterrey,157,Mexico
14556,Tegu Magnetic Wooden Toys,156,Honduras
14557,The Learning Experience,151,United States
14558,Tutorful,115,United Kingdom
14559,Tutoring Club,151,United States
14560,UC Berkeley Webcasts,151,United States
14561,Willowbrae Academy,150,Canada
14562,Academic Search,151,United States
14563,ACS International Schools,115,United Kingdom
14564,ACT Inc.,151,United States
14565,Adafruit Industries,151,United States
14566,Adobe Captivate Prime,151,United States
14567,AIFS Abroad,151,United States
14568,Aoba Japan International School,100,Japan
14569,AllenComm,151,United States
14570,Apple Education,151,United States
14571,ApplyBoard,150,Canada
14572,Apprenticeship.gov,151,United States
14573,ArborBridge,151,United States
14574,Arbor Scientific,151,United States
14575,Arduino Education,140,Italy
14576,Ashoka Education,151,United States
14577,University of Auckland,186,New Zealand
14578,National Autistic Society,115,United Kingdom
14579,Avocor,115,United Kingdom
14580,Babbel,119,Germany
14581,Babbel,119,Germany
14582,Bain & Company Education Practice,151,United States
14583,BanBao Toys,98,China
14584,Barrons Educational Series,151,United States
14585,Boston Consulting Group (BCG) Education,151,United States
14586,Beacon College,151,United States
14587,BenchPrep,151,United States
14588,BenQ Education,105,Taiwan
14589,BizLibrary,151,United States
14590,Blackbaud Education,151,United States
14591,Blackboard Learn,151,United States
14592,Blue Orange Games,118,France
14593,Boxlight Corporation,151,United States
14594,Bright Horizons,151,United States
14595,Bright Scholar Education Holdings,98,China
14596,British Council,115,United Kingdom
14597,Brookville Center for Children's Services,151,United States
14598,Busuu,115,United Kingdom
14599,Busy Bees Nurseries,115,United Kingdom
14600,Cambly,151,United States
14601,Cambridge University Press,115,United Kingdom
14602,Campus France,118,France
14603,CARE Education,151,United States
14604,Carney Sandoe & Associates,151,United States
14605,CAST,151,United States
14606,CEA CAPA Education Abroad,151,United States
14607,Cengage Learning,151,United States
14608,Chegg Tutors,151,United States
14609,Childcare Network,151,United States
14610,CIEE (Council on International Educational Exchange),151,United States
14611,CIS Abroad,151,United States
14612,Cisco Education,151,United States
14613,City & Guilds Group,115,United Kingdom
14614,Classe365,185,Australia
14615,Clevertouch Technologies,115,United Kingdom
14616,CliffsNotes,151,United States
14617,Codecademy,151,United States
14618,Cognita Schools,115,United Kingdom
14619,College Board,151,United States
14620,Cornerstone OnDemand,151,United States
14621,Grovo (Cornerstone),151,United States
14622,Cornerstone Learning,151,United States
14623,Correlation One,151,United States
14624,Coursera,151,United States
14625,Coursera Free Courses,151,United States
14626,Coursera for Business,151,United States
14627,Coursera for Business,151,United States
14628,CrossKnowledge,118,France
14629,D2L Brightspace,150,Canada
14630,DAAD (German Academic Exchange Service),119,Germany
14631,Degreed,151,United States
14632,Dell Education,151,United States
14633,Docebo,150,Canada
14634,Docebo LMS,150,Canada
14635,Domestika,148,Spain
14636,Down Syndrome Education International,115,United Kingdom
14637,Dulwich College International,98,China
14638,Duolingo,151,United States
14639,Duolingo,151,United States
14640,Easterseals,151,United States
14641,Education Development Center (EDC),151,United States
14642,Edmodo,151,United States
14643,Study in Canada,150,Canada
14644,Education Above All Foundation,67,Qatar
14645,Educational Insights,151,United States
14646,edX,151,United States
14647,edX Open Courses,151,United States
14648,EF Education First Tutoring,124,Switzerland
14649,EF Education First,124,Switzerland
14650,Egmont Group,106,Denmark
14651,ELENCO Electronics,151,United States
14652,Ellucian,151,United States
14653,ETH Zurich,124,Switzerland
14654,ETS (Educational Testing Service),151,United States
14655,Fat Brain Toys,151,United States
14656,FHI 360 Education,151,United States
14657,FluentU,151,United States
14658,Follett Corporation,151,United States
14659,FutureLearn,115,United Kingdom
14660,FutureLearn Free Courses,115,United Kingdom
14661,Bill & Melinda Gates Foundation Education,151,United States
14662,Gauthmath,98,China
14663,GEMS Education,71,United Arab Emirates
14664,Alma SIS,151,United States
14665,Global Partnership for Education,151,United States
14666,GoAbroad.com,151,United States
14667,Goddard Systems,151,United States
14668,Goodstart Early Learning,185,Australia
14669,GoStudent,116,Austria
14670,GP Strategies,151,United States
14671,Gradelink,151,United States
14672,Guidecraft,151,United States
14673,Guidepost Montessori,151,United States
14674,Hachette Livre Education,118,France
14675,Hape Toys,119,Germany
14676,Harrow International Schools,115,United Kingdom
14677,Harvard University,151,United States
14678,Houghton Mifflin Harcourt,151,United States
14679,HoverCam,151,United States
14680,HP Education,151,United States
14681,Huron Consulting Group Education,151,United States
14682,IDP Education,185,Australia
14683,IES Abroad,151,United States
14684,IL&FS Skills Development Corporation,81,India
14685,Canvas (Instructure),151,United States
14686,International Schools Partnership,148,Spain
14687,iSAMS,115,United Kingdom
14688,ISC Research,115,United Kingdom
14689,ISEP (International Student Exchange Programs),151,United States
14690,italki,99,Hong Kong
14691,ITC Learning,185,Australia
14692,K12 Inc.,151,United States
14693,Kaplan Inc.,151,United States
14694,Kaplan International Pathways,115,United Kingdom
14695,Keystone Academy,98,China
14696,Khan Academy,151,United States
14697,Khan Academy,151,United States
14698,KinderCare Education,151,United States
14699,KIWI Co.,100,Japan
14700,Klett Group,119,Germany
14701,University of Copenhagen,106,Denmark
14702,Kumon Institute,100,Japan
14703,Landmark School,151,United States
14704,One Laptop per Child,151,United States
14705,LeapFrog Enterprises,151,United States
14706,Learning Care Group,151,United States
14707,Learning Resources,151,United States
14708,LearnWorlds,58,Cyprus
14709,Lenovo Education,98,China
14710,Lessonly,151,United States
14711,Lingoda,119,Germany
14712,LingQ,150,Canada
14713,LinkedIn Learning,151,United States
14714,LinkedIn Learning,151,United States
14715,SAP Litmos,151,United States
14716,SAP Litmos LMS,151,United States
14717,LMU Munich,119,Germany
14718,Learning Technologies Group (LTG),115,United Kingdom
14719,Magic Years International Preschool,95,Thailand
14720,Makeblock,98,China
14721,Manhattan Prep,151,United States
14722,ManpowerGroup Solutions,151,United States
14723,MAPLE Bear Global Schools,150,Canada
14724,Maple Bear Global Schools,150,Canada
14725,MasterClass,151,United States
14726,Mathnasium,151,United States
14727,May Institute,151,United States
14728,Marshall Cavendish Education,94,Singapore
14729,McKinsey Education Practice,151,United States
14730,Melissa & Doug,151,United States
14731,Memrise,115,United Kingdom
14732,Merlot (CSU),151,United States
14733,McGraw Hill Education,151,United States
14734,Microsoft Education,151,United States
14735,Mondly,131,Romania
14736,Lomonosov Moscow State University,132,Russia
14737,Navitas,185,Australia
14738,The New England Center for Children,151,United States
14739,Newline Interactive,151,United States
14740,Nobel Learning Communities,151,United States
14741,Nord Anglia Education,115,United Kingdom
14742,Nordic International School,114,Sweden
14743,NSDC (National Skill Development Corporation),81,India
14744,Only About Children,185,Australia
14745,Open Education Consortium,151,United States
14746,OER Commons,151,United States
14747,OpenLearn (Open University),115,United Kingdom
14748,Open Culture,151,United States
14749,Open English,151,United States
14750,Open LMS,151,United States
14751,Orboot (PlayShifu),81,India
14752,O'Reilly Media,151,United States
14753,University of Oxford,115,United Kingdom
14754,Oxford Learning,150,Canada
14755,Parthenon-EY,115,United Kingdom
14756,PASCO Scientific,151,United States
14757,Pearson PLC,115,United Kingdom
14758,Perkins School for the Blind,151,United States
14759,Pimsleur,151,United States
14760,Pi-Top,115,United Kingdom
14761,PlanToys,95,Thailand
14762,Osmo,151,United States
14763,PlayShifu,81,India
14764,Pluralsight,151,United States
14765,Pluralsight Skills,151,United States
14766,Pluralsight Skills,151,United States
14767,Schoology (PowerSchool),151,United States
14768,PowerSchool,151,United States
14769,Pratham Education Foundation,81,India
14770,PrepScholar,151,United States
14771,Primrose Schools,151,United States
14772,Princeton Review,151,United States
14773,Promethean World,115,United Kingdom
14774,Promethean ActivPanel,115,United Kingdom
14775,Randstad RiseSmart,123,Netherlands
14776,Rediker Software,151,United States
14777,Room to Read,151,United States
14778,Rosetta Stone,151,United States
14779,Rosslyn Academy,28,Kenya
14780,Sapna Online,81,India
14781,Save the Children Education,115,United Kingdom
14782,Saylor Academy,151,United States
14783,Scholastic Corporation,151,United States
14784,Science Buddies,151,United States
14785,SEK Education Group,148,Spain
14786,Shmoop,151,United States
14787,Shueisha Education,100,Japan
14788,Simplilearn,151,United States
14789,Skills Future Singapore,94,Singapore
14790,Skillshare,151,United States
14791,Skillsoft,151,United States
14792,SmartGames,117,Belgium
14793,SMART Technologies,150,Canada
14794,Sorbonne University,118,France
14795,Special Olympics,151,United States
14796,Springer Nature Education,119,Germany
14797,Stanford University,151,United States
14798,Stride Inc.,151,United States
14799,ISA (International Studies Abroad),151,United States
14800,Study Group,115,United Kingdom
14801,Study in Australia,185,Australia
14802,Study in Japan,100,Japan
14803,StudyPortals,123,Netherlands
14804,Education New Zealand,186,New Zealand
14805,Sycamore Education,151,United States
14806,Sylvan Learning,151,United States
14807,TalentLMS,139,Greece
14808,Talentsoft,118,France
14809,Tandem,119,Germany
14810,TATA Studi,81,India
14811,TAFE Directors Australia,185,Australia
14812,TestDEN,150,Canada
14813,Testive,151,United States
14814,Thames & Kosmos,151,United States
14815,Thames & Kosmos,119,Germany
14816,The Training Room UK,115,United Kingdom
14817,ThinkFun,151,United States
14818,Thinkific,150,Canada
14819,ThinkWave,151,United States
14820,Totara Learn,186,New Zealand
14821,Tanglin Trust School,94,Singapore
14822,Delft University of Technology,123,Netherlands
14823,Tutor Doctor,150,Canada
14824,TutorOcean,150,Canada
14825,Tynker,151,United States
14826,University of Cape Town,54,South Africa
14827,Udacity,151,United States
14828,Udacity Nanodegree,151,United States
14829,Udemy,151,United States
14830,Udemy Test Prep,151,United States
14831,Understood,151,United States
14832,University of Melbourne,185,Australia
14833,University of Tokyo,100,Japan
14834,University of Toronto,150,Canada
14835,UWC Schools,94,Singapore
14836,Varsity Tutors,151,United States
14837,Varsity Tutors,151,United States
14838,Vedantu,81,India
14839,Vedantu Online Tutoring,81,India
14840,Veracross,151,United States
14841,Verbling,151,United States
14842,Vernier Software & Technology,151,United States
14843,ViewSonic Education,151,United States
14844,VTech Electronics,99,Hong Kong
14845,WCBS (Access Group),115,United Kingdom
14846,Whitby School,151,United States
14847,Wiley Education Services,151,United States
14848,World Learning,151,United States
14849,Wyzant,151,United States
14850,Yew Chung Education Foundation,99,Hong Kong
14851,Young Explorers,186,New Zealand
14852,University of São Paulo,175,Brazil
14853,Orka Energy,109,Iceland
14854,Bestec GmbH,119,Germany
14855,Cameron LNG,151,United States
14856,StorEdge Solutions,151,United States
14857,Aker Carbon Capture,113,Norway
14858,Amyris,151,United States
14859,Brookfield Renewable,150,Canada
14860,Blue Planet Energy,151,United States
14861,Carbon Engineering,150,Canada
14862,Climeon,114,Sweden
14863,Climeworks,124,Switzerland
14864,Convergent Energy + Power,151,United States
14865,China Energy Engineering Group,98,China
14866,Longi Green Energy,98,China
14867,LONGi Solar,98,China
14868,Power Construction Corporation of China,98,China
14869,Sinohydro,98,China
14870,Talesun Solar,98,China
14871,ESS Inc,151,United States
14872,Fulcrum BioEnergy,151,United States
14873,Engie Global Energy Management,118,France
14874,Global Thermostat,151,United States
14875,Vattenfall,114,Sweden
14876,Vattenfall,114,Sweden
14877,Vattenfall,114,Sweden
14878,Invenergy,151,United States
14879,MHI Vestas,100,Japan
14880,Northvolt,114,Sweden
14881,Ørsted,106,Denmark
14882,Ørsted,106,Denmark
14883,Petrobras,175,Brazil
14884,Mitsubishi Power,100,Japan
14885,Redflow,185,Australia
14886,Rosatom,132,Russia
14887,Scatec,113,Norway
14888,Schweitzer Engineering Laboratories,151,United States
14889,SimpliPhi Power,151,United States
14890,Smarter Grid Solutions,115,United Kingdom
14891,Sonatrach,1,Algeria
14892,Sonatrach LNG,1,Algeria
14893,SunPower,151,United States
14894,SunPower,151,United States
14895,Voith Hydro,119,Germany
14896,ABB,124,Switzerland
14897,ABB,124,Switzerland
14898,ABB,124,Switzerland
14899,Abengoa Bioenergy,148,Spain
14900,Acciona Energía,148,Spain
14901,Acciona Energía,148,Spain
14902,Aclara Technologies,151,United States
14903,Acuity Brands,151,United States
14904,ACWA Power,68,Saudi Arabia
14905,Adani Solar,81,India
14906,ADM,151,United States
14907,ADNOC,71,United Arab Emirates
14908,ADNOC LNG,71,United Arab Emirates
14909,American Electric Power,151,United States
14910,AES Corporation,151,United States
14911,AES Energy Storage,151,United States
14912,Alstom,118,France
14913,American Water Works,151,United States
14914,Andritz Hydro,116,Austria
14915,Andritz Group,116,Austria
14916,Aquafed,118,France
14917,Saudi Aramco,68,Saudi Arabia
14918,Armacell,119,Germany
14919,American States Water,151,United States
14920,Avangrid Renewables,151,United States
14921,OSIsoft (AVEVA),151,United States
14922,Babcock & Wilcox,151,United States
14923,BC Hydro,150,Canada
14924,Bechtel,151,United States
14925,Beijing Enterprises Water Group,98,China
14926,BioAmber,150,Canada
14927,Blue Planet Systems,151,United States
14928,Borr Drilling,199,Bermuda
14929,BP,115,United Kingdom
14930,BP,115,United Kingdom
14931,BP Trading,115,United Kingdom
14932,Bruce Power,150,Canada
14933,Black & Veatch,151,United States
14934,Calpine Corporation,151,United States
14935,California Water Service,151,United States
14936,Canadian Solar,150,Canada
14937,Canadian Solar,150,Canada
14938,Capture6,151,United States
14939,Carbfix,109,Iceland
14940,Carbicrete,150,Canada
14941,Carbon Clean Solutions,115,United Kingdom
14942,CarbonCure Technologies,150,Canada
14943,Cargill Energy,151,United States
14944,Carrier Global Corporation,151,United States
14945,CATL,98,China
14946,Centrica Energy Trading,115,United Kingdom
14947,CEZ Group,127,Czech Republic
14948,Comisión Federal de Electricidad,157,Mexico
14949,Cheniere Energy,151,United States
14950,Cheniere Partners,151,United States
14951,Chevron,151,United States
14952,Chevron,151,United States
14953,Clariant Biofuels,124,Switzerland
14954,China National Nuclear Corp,98,China
14955,CNOOC,98,China
14956,ConocoPhillips,151,United States
14957,ConocoPhillips,151,United States
14958,Contact Energy,186,New Zealand
14959,Cosan,175,Brazil
14960,COSL,98,China
14961,China Three Gorges Corporation,98,China
14962,Cyrq Energy,151,United States
14963,Daikin Industries,100,Japan
14964,Danfoss,106,Denmark
14965,Transocean,124,Switzerland
14966,Diamond Offshore Drilling,151,United States
14967,Dominion Energy,151,United States
14968,Cove Point LNG,151,United States
14969,Doosan Enerbility,104,South Korea
14970,Duke Energy,151,United States
14971,Duke Energy,151,United States
14972,Duke Energy,151,United States
14973,DuPont Water Solutions,151,United States
14974,Eaton,151,United States
